time,Latitude_B4,Longitude_B4,Latitude_B6,Longitude_B6
2012-03-13 17:00:00,86.21913019816667,-49.72148180011666,NaN,NaN
2012-03-13 18:00:00,86.2176437378,-49.6516656876,NaN,NaN
2012-03-13 19:00:00,86.21615727743334,-49.58184957508333,NaN,NaN
2012-03-13 20:00:00,86.21467081706668,-49.51203346256666,NaN,NaN
2012-03-13 21:00:00,86.2131843567,-49.44221735005,NaN,NaN
2012-03-13 22:00:00,86.21169789633333,-49.37240123753333,NaN,NaN
2012-03-13 23:00:00,86.21021143596667,-49.30258512501667,NaN,NaN
2012-03-14 00:00:00,86.2087249756,-49.2327690125,NaN,NaN
2012-03-14 01:00:00,86.2072763443125,-49.20899041498333,NaN,NaN
2012-03-14 02:00:00,86.205827713025,-49.185211817466666,NaN,NaN
2012-03-14 03:00:00,86.2043790817375,-49.16143321995,NaN,NaN
2012-03-14 04:00:00,86.20293045045,-49.13765462243333,NaN,NaN
2012-03-14 05:00:00,86.20148181916251,-49.113876024916664,NaN,NaN
2012-03-14 06:00:00,86.20003318787501,-49.090097427399996,NaN,NaN
2012-03-14 07:00:00,86.1985845565875,-49.066318829883336,NaN,NaN
2012-03-14 08:00:00,86.1971359253,-49.04254023236667,NaN,NaN
2012-03-14 09:00:00,86.1956872940125,-49.01876163485,NaN,NaN
2012-03-14 10:00:00,86.194238662725,-48.994983037333334,NaN,NaN
2012-03-14 11:00:00,86.1927900314375,-48.97120443981667,NaN,NaN
2012-03-14 12:00:00,86.19134140015001,-48.9474258423,NaN,NaN
2012-03-14 13:00:00,86.1898927688625,-48.92364724478333,NaN,NaN
2012-03-14 14:00:00,86.188444137575,-48.899868647266665,NaN,NaN
2012-03-14 15:00:00,86.1869955062875,-48.87609004975,NaN,NaN
2012-03-14 16:00:00,86.185546875,-48.85231145223333,NaN,NaN
2012-03-14 17:00:00,86.1840982437125,-48.82853285471666,NaN,NaN
2012-03-14 18:00:00,86.182649612425,-48.8047542572,NaN,NaN
2012-03-14 19:00:00,86.1812009811375,-48.780975659683335,NaN,NaN
2012-03-14 20:00:00,86.17975234984999,-48.75719706216667,NaN,NaN
2012-03-14 21:00:00,86.1783037185625,-48.73341846465,NaN,NaN
2012-03-14 22:00:00,86.176855087275,-48.70963986713333,NaN,NaN
2012-03-14 23:00:00,86.1754064559875,-48.685861269616666,NaN,NaN
2012-03-15 00:00:00,86.1739578247,-48.6620826721,NaN,NaN
2012-03-15 01:00:00,86.17232322692082,-48.6544768015375,NaN,NaN
2012-03-15 02:00:00,86.17068862914167,-48.646870930975,NaN,NaN
2012-03-15 03:00:00,86.16905403136249,-48.6392650604125,NaN,NaN
2012-03-15 04:00:00,86.16741943358333,-48.63165918985,NaN,NaN
2012-03-15 05:00:00,86.16578483580416,-48.6240533192875,NaN,NaN
2012-03-15 06:00:00,86.164150238025,-48.616447448725,NaN,NaN
2012-03-15 07:00:00,86.16251564024583,-48.6088415781625,NaN,NaN
2012-03-15 08:00:00,86.16088104246667,-48.6012357076,NaN,NaN
2012-03-15 09:00:00,86.1592464446875,-48.5936298370375,NaN,NaN
2012-03-15 10:00:00,86.15761184690834,-48.586023966475,NaN,NaN
2012-03-15 11:00:00,86.15597724912917,-48.5784180959125,NaN,NaN
2012-03-15 12:00:00,86.15434265134999,-48.57081222535,NaN,NaN
2012-03-15 13:00:00,86.15270805357083,-48.5632063547875,NaN,NaN
2012-03-15 14:00:00,86.15107345579166,-48.555600484225,NaN,NaN
2012-03-15 15:00:00,86.1494388580125,-48.5479946136625,NaN,NaN
2012-03-15 16:00:00,86.14780426023333,-48.5403887431,NaN,NaN
2012-03-15 17:00:00,86.14616966245417,-48.5327828725375,NaN,NaN
2012-03-15 18:00:00,86.144535064675,-48.525177001975,NaN,NaN
2012-03-15 19:00:00,86.14290046689584,-48.5175711314125,NaN,NaN
2012-03-15 20:00:00,86.14126586911667,-48.50996526085,NaN,NaN
2012-03-15 21:00:00,86.1396312713375,-48.5023593902875,NaN,NaN
2012-03-15 22:00:00,86.13799667355833,-48.494753519725,NaN,NaN
2012-03-15 23:00:00,86.13636207577918,-48.4871476491625,NaN,NaN
2012-03-16 00:00:00,86.134727478,-48.4795417786,NaN,NaN
2012-03-16 01:00:00,86.13420136767084,-48.47600189848333,NaN,NaN
2012-03-16 02:00:00,86.13367525734166,-48.47246201836667,NaN,NaN
2012-03-16 03:00:00,86.1331491470125,-48.46892213825,NaN,NaN
2012-03-16 04:00:00,86.13262303668333,-48.46538225813333,NaN,NaN
2012-03-16 05:00:00,86.13209692635417,-48.46184237801667,NaN,NaN
